locale,fips,met_health_obj,deathrate_per_100000,deathrate_lower_95_confidence,deathrate_upper_95_confidence,annual_count_avg,recent_trend_str,trend_last_5,trend_last_5_lower_95_confidence,trend_last_5_upper_95_confidence,stateFIPS,areatype,cancer,race,sex,age,type,file_name,source_url,state,cancer_description
Addison County,50001.0,Yes,148.3,133.1,165.0,73.0,falling,-1.3,-1.9,-0.7,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,50,death,vermont,All Cancer Sites
Bennington County,50003.0,No,171.0,155.7,187.6,99.0,falling,-1.1,-1.6,-0.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,50,death,vermont,All Cancer Sites
Caledonia County,50005.0,No,178.3,160.1,198.1,75.0,falling,-0.8,-1.4,-0.1,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,50,death,vermont,All Cancer Sites
Chittenden County,50007.0,Yes,155.1,146.7,164.0,265.0,falling,-1.6,-1.9,-1.3,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,50,death,vermont,All Cancer Sites
Grand Isle County,50013.0,No,194.6,151.6,246.5,16.0,stable,-1.5,-3.0,0.0,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,50,death,vermont,All Cancer Sites
Lamoille County,50015.0,No,164.7,144.6,187.0,51.0,falling,-0.9,-1.6,-0.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,50,death,vermont,All Cancer Sites
Rutland County,50021.0,No,182.1,169.3,195.8,160.0,falling,-0.6,-0.9,-0.3,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,50,death,vermont,All Cancer Sites
Windsor County,50027.0,Yes,156.6,144.8,169.2,137.0,falling,-1.3,-1.7,-0.8,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=50&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,50,death,vermont,All Cancer Sites
Virginia,51000.0,Yes,160.8,159.7,162.0,14686.0,falling,-1.8,-1.9,-1.7,1,state,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Accomack County,51001.0,No,208.9,191.0,228.3,106.0,falling,-0.9,-1.3,-0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Albemarle County,51003.0,Yes,134.3,125.4,143.7,177.0,falling,-1.3,-1.8,-0.8,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Alleghany County and Clifton Forge City,51005.0,Yes,154.8,133.8,178.9,40.0,falling,-1.3,-2.0,-0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Amelia County,51007.0,No,201.6,172.0,235.2,35.0,stable,-0.8,-2.0,0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Amherst County,51009.0,Yes,159.5,143.3,177.4,73.0,falling,-1.5,-2.2,-0.8,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Appomattox County,51011.0,No,161.5,138.2,188.1,36.0,stable,-0.5,-1.5,0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Arlington County,51013.0,Yes,121.9,114.5,129.6,218.0,falling,-2.2,-2.5,-2.0,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Augusta County,51015.0,Yes,160.6,149.8,172.1,169.0,falling,-1.1,-1.6,-0.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Bland County,51021.0,No,211.4,170.9,259.9,20.0,stable,-0.2,-1.7,1.3,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Botetourt County,51023.0,Yes,137.0,122.1,153.5,66.0,falling,-1.3,-1.9,-0.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Buckingham County,51029.0,No,174.9,151.0,202.0,40.0,stable,-0.9,-2.0,0.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Charles City County,51036.0,Yes,160.5,127.9,200.7,18.0,falling,-1.6,-2.7,-0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Culpeper County,51047.0,No,180.0,164.0,197.1,97.0,falling,-1.1,-1.6,-0.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Dickenson County,51051.0,No,232.9,204.2,265.0,50.0,stable,0.2,-0.6,1.1,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Dinwiddie County,51053.0,No,172.5,152.8,194.1,58.0,falling,-5.0,-8.2,-1.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Fairfax County,51059.0,Yes,116.7,113.7,119.7,1253.0,falling,-2.2,-2.4,-2.0,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Fauquier County,51061.0,Yes,150.9,138.7,163.9,120.0,falling,-1.8,-2.4,-1.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Fluvanna County,51065.0,Yes,158.2,139.8,178.5,55.0,falling,-1.6,-2.4,-0.8,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Goochland County,51075.0,No,166.4,145.8,189.4,51.0,falling,-1.9,-2.8,-0.9,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Greensville County,51081.0,No,238.2,202.3,279.0,33.0,stable,0.0,-1.3,1.3,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Halifax County with South Boston City,51083.0,No,172.2,156.8,189.0,98.0,falling,-1.1,-1.6,-0.7,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Hanover County,51085.0,No,169.0,158.8,179.7,212.0,falling,-1.7,-2.1,-1.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Henrico County,51087.0,No,164.4,158.4,170.6,591.0,falling,-1.3,-1.5,-1.0,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Isle of Wight County,51093.0,No,163.3,147.0,181.0,78.0,falling,-1.5,-2.3,-0.8,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
James City County,51095.0,Yes,147.9,138.0,158.4,176.0,falling,-1.0,-1.5,-0.4,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
King and Queen County,51097.0,Yes,158.5,126.3,198.0,18.0,stable,-0.9,-2.1,0.3,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
King George County,51099.0,No,168.7,145.1,194.9,40.0,falling,-1.7,-2.5,-0.8,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
King William County,51101.0,No,195.9,167.8,227.5,37.0,stable,-1.0,-1.9,0.0,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Loudoun County,51107.0,Yes,123.0,116.7,129.6,309.0,falling,-2.6,-2.9,-2.3,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Lunenburg County,51111.0,No,190.8,162.4,223.3,34.0,stable,-0.8,-1.7,0.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Mathews County,51115.0,Yes,145.5,120.7,175.9,26.0,falling,-2.1,-3.0,-1.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
New Kent County,51127.0,No,199.3,172.3,229.4,45.0,falling,-1.4,-2.3,-0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Nottoway County,51135.0,No,187.9,163.0,215.9,42.0,falling,-1.1,-1.8,-0.4,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Patrick County,51141.0,No,171.9,151.2,195.2,53.0,stable,-0.5,-1.2,0.1,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Pittsylvania County,51143.0,No,168.4,156.5,181.1,157.0,falling,-0.9,-1.4,-0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Powhatan County,51145.0,Yes,156.9,137.9,177.9,54.0,falling,-2.2,-2.9,-1.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Prince Edward County,51147.0,No,184.8,161.8,210.5,49.0,falling,-1.1,-1.6,-0.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Prince George County,51149.0,Yes,147.1,129.7,166.2,55.0,falling,-2.3,-3.2,-1.4,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Prince William County,51153.0,Yes,139.9,133.7,146.4,440.0,falling,-2.3,-2.6,-2.1,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Rappahannock County,51157.0,No,165.9,133.9,204.9,20.0,falling,-1.8,-3.0,-0.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Roanoke County,51161.0,Yes,154.9,145.6,164.8,213.0,falling,-0.7,-1.1,-0.4,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Rockbridge County,51163.0,Yes,158.7,140.4,179.1,60.0,falling,-1.5,-2.3,-0.7,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Shenandoah County,51171.0,No,172.0,157.6,187.5,110.0,falling,-1.0,-1.3,-0.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Smyth County,51173.0,No,194.1,176.4,213.3,92.0,falling,-0.7,-1.2,-0.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Southampton County,51175.0,No,168.6,146.1,193.9,43.0,falling,-1.2,-2.0,-0.4,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Spotsylvania County,51177.0,Yes,157.8,147.8,168.2,199.0,falling,-1.5,-2.1,-0.9,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Wythe County,51197.0,No,177.7,159.9,197.2,76.0,falling,-1.0,-1.6,-0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Alexandria City,51510.0,Yes,124.9,116.1,134.1,164.0,falling,-2.6,-3.0,-2.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Bristol City,51520.0,No,261.3,233.3,292.1,66.0,stable,0.4,-0.3,1.0,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Buena Vista City,51530.0,No,200.0,159.5,248.5,17.0,stable,-1.3,-2.6,0.0,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Charlottesville City,51540.0,No,161.7,143.6,181.3,61.0,falling,-1.7,-2.2,-1.1,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Chesapeake City,51550.0,No,171.8,164.0,179.8,388.0,falling,-1.6,-1.9,-1.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Colonial Heights City,51570.0,No,181.2,158.7,206.5,49.0,falling,-1.3,-2.0,-0.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Covington City,51580.0,No,249.9,201.9,307.0,20.0,stable,18.3,-11.2,57.6,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Danville City,51590.0,No,198.2,182.4,215.2,125.0,falling,-1.0,-1.4,-0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Emporia City,51595.0,No,192.0,148.8,244.9,14.0,falling,-1.9,-3.3,-0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Fairfax City,51600.0,No,179.1,156.6,204.1,47.0,falling,-2.1,-3.3,-0.9,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Falls Church City,51610.0,Yes,123.4,97.5,153.9,17.0,falling,-2.5,-3.6,-1.4,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Franklin City,51620.0,No,252.1,210.8,299.7,28.0,stable,-0.9,-1.8,0.0,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Fredericksburg City,51630.0,No,163.4,140.5,188.7,38.0,falling,-1.9,-2.7,-1.1,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Galax City,51640.0,No,270.9,226.6,322.4,28.0,rising,33.0,10.9,59.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Hampton City,51650.0,No,183.8,174.0,193.9,277.0,falling,-1.3,-1.7,-1.0,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Harrisonburg City,51660.0,Yes,131.5,115.4,149.2,51.0,falling,-1.9,-2.7,-1.2,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Hopewell City,51670.0,No,236.7,211.2,264.4,65.0,stable,-0.2,-0.7,0.4,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Lexington City,51678.0,Yes,144.5,109.5,190.4,13.0,falling,-2.4,-4.0,-0.8,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Lynchburg City,51680.0,No,200.5,186.8,214.9,169.0,falling,-1.0,-1.4,-0.5,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Manassas City,51683.0,Yes,150.2,130.3,172.0,46.0,falling,-1.7,-2.7,-0.8,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Manassas Park City,51685.0,Yes,91.4,64.7,124.5,9.0,falling,-6.8,-9.5,-3.9,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Martinsville City,51690.0,No,267.8,235.4,303.9,52.0,rising,6.8,0.2,13.8,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
Newport News City,51700.0,No,193.8,184.5,203.3,341.0,falling,-1.2,-1.5,-0.9,1,county,1,deathrates_022.csv,0,0,https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=51&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1,51,death,virginia,All Cancer Sites
